Code;Latitude;Longitude;restaurant_count;restaurant_is_capped;school_count;school_is_capped;bank_count;bank_is_capped;hospital_count;hospital_is_capped;total_poi;road_types;road_types_desc;road_score;is_main_road;intersection_count;radius_m;alfamidi_count;other_minimarket_count;supermarket_count;total_retail_capped;is_capped;growth_rate_annual;pop_2020;pop_2026_est;density_2020;density_2026_est;category_2026;Status;Region
2335;-622.874;10.685.907;20;1;20;1;20;1;20;1;80;secondary,tertiary,residential,living_street;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang;10;1;43;1000;3;9;8;10;1;0.90%;52714;55625;16779.32;17706.04;high;1;1
2756;-6.272.339;106.804.591;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;36;1000;1;11;8;10;1;0.90%;48748;51440;15516.87;16373.87;high;1;1
2441;-617.250.310.161.643;106.975.002.172.307;20;1;20;1;20;1;15;0;75;tertiary,tertiary_link,residential,living_street;jalan lokal besar,akses jalan lokal,jalan perumahan,jalan kecil / gang;6;0;24;1000;0;15;5;10;1;1.30%;39517;42701;12578.58;13592.16;medium;0;1
2655;-63.853.708;1.066.768.133;20;1;20;1;10;0;4;0;54;primary,tertiary,residential;jalan utama kota,jalan lokal besar,jalan perumahan;10;1;20;1000;2;9;9;10;1;1.70%;19255;21304;6129.01;6781.35;low;1;1
1533;-402.081.605.364.297;120.178.241.457.672;20;1;14;0;3;0;1;0;38;trunk,residential,primary,secondary;jalan besar penghubung antar kota,jalan perumahan,jalan utama kota,jalan penghubung utama;10;1;14;2000;0;2;2;4;0;1.90%;4302;4817;342.36;383.29;low;1;5
3581;-415.344.875.657;1.219.151.338.538;20;1;11;0;6;0;4;0;41;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;21;2000;0;7;5;10;1;1.90%;4011;4490;319.17;357.33;low;1;5
1531;-121.900.498.816.366;116.843.455.231.345;20;1;20;1;20;1;11;0;71;secondary,residential,tertiary,living_street;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;64;2000;3;11;6;10;1;1.90%;51184;57304;4073.13;4560.09;low;0;4
3801;0.59137;123.068.776;20;1;20;1;1;0;0;0;41;primary,residential;jalan utama kota,jalan perumahan;7;1;22;2000;1;8;11;10;1;1.90%;27902;31238;2220.35;213882;low;1;5
1323;-65.647.217.672;1.068.639.609.717;20;1;20;1;15;0;6;0;61;primary,residential,secondary,unclassified,living_street;jalan utama kota,jalan perumahan,jalan penghubung utama,jalan umum kecil,jalan kecil / gang;10;1;49;1000;1;10;9;10;1;1.70%;47433;52481;6710.34;7424.55;low;1;1
2942;-710.104.031.603.927;112.173.200.326.036;20;1;20;1;20;1;8;0;68;trunk,residential,tertiary;jalan besar penghubung antar kota,jalan perumahan,jalan lokal besar;8;1;29;1500;0;11;9;10;1;1.70%;18018;19936;2549.02;2820.32;low;1;2
1182;-618.882.942.786.356;107.039.001.756.755;20;1;20;1;20;1;20;1;80;residential,primary,living_street,tertiary;jalan perumahan,jalan utama kota,jalan kecil / gang,jalan lokal besar;10;1;128;1000;1;11;8;10;1;1.70%;23089;25546;7349.31;8131.52;low;1;1
2145;-150.498.390.341.736;116.454.558.104.029;20;1;20;1;3;0;2;0;45;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;17;2000;0;1;4;5;0;1.90%;3752;4201;298.6;334.3;low;1;4
2492;-624.256.517.695.793;106.791.586.414.681;20;1;20;1;20;1;20;1;80;residential,tertiary,secondary,primary,primary_link;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan utama kota,akses jalan utama;10;1;28;1000;0;14;6;10;1;0.90%;53333;56278;16976.38;17913.97;high;1;1
3423;-6.784.969;110.857.887;20;1;20;1;3;0;0;0;43;primary,residential;jalan utama kota,jalan perumahan;7;1;6;1500;0;11;9;10;1;1.70%;33538;37108;4744.72;5249.72;low;1;2
1989;168.535.751.908.022;100.423.790.471.014;20;1;11;0;10;0;3;0;44;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;3;2000;0;3;4;7;0;1.90%;6294;7047;500.89;560.77;low;1;3
3547;-279.546;1.221.027;20;1;7;0;6;0;0;0;33;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;2;2000;3;8;5;10;1;1.90%;1002;1122;79.77;89.31;low;1;5
3562;-278.964;122.125.619.999.999;20;1;7;0;8;0;1;0;36;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;14;2000;4;12;4;10;1;1.90%;1721;1927;136.95;153.32;low;1;5
3596;-2.792.062;122.111.274;20;1;6;0;6;0;1;0;33;trunk,residential,unclassified;jalan besar penghubung antar kota,jalan perumahan,jalan umum kecil;5;1;8;2000;3;10;7;10;1;1.90%;1302;1458;103.61;115.99;low;1;5
3607;-279.405;12.209.694;20;1;4;0;6;0;0;0;30;trunk,residential,unclassified;jalan besar penghubung antar kota,jalan perumahan,jalan umum kecil;5;1;9;2000;3;9;5;10;1;1.90%;1002;1122;79.77;89.31;low;1;5
3568;-281.234;12.212.874;20;1;14;0;0;0;0;0;34;unclassified,residential;jalan umum kecil,jalan perumahan;2;0;4;2000;3;12;5;10;1;1.90%;1804;2020;143.58;160.75;low;1;5
3601;-281.231;12.214.229;20;1;12;0;6;0;2;0;40;unclassified,residential;jalan umum kecil,jalan perumahan;2;0;19;2000;6;11;3;10;1;1.90%;2508;2807;199.54;223.4;low;1;5
3543;-246.102;12.192.099;20;1;6;0;1;0;0;0;27;trunk;jalan besar penghubung antar kota;3;1;0;2000;2;3;2;7;0;1.90%;1297;1452;103.22;115.55;low;1;5
3599;-246.808;12.192.718;20;1;9;0;9;0;4;0;42;trunk,residential,trunk_link;jalan besar penghubung antar kota,jalan perumahan,akses jalan besar;5;1;18;2000;2;4;2;8;0;1.90%;1820;2037;144.8;162.12;low;1;5
3646;145.663.881.740.512;12.482.453.996.598;20;1;20;1;20;1;20;1;80;tertiary,residential,secondary,living_street;jalan lokal besar,jalan perumahan,jalan penghubung utama,jalan kecil / gang;10;1;42;2000;3;7;10;10;1;1.90%;74468;83371;5925.98;6634.46;low;1;5
1764;-33.765.823;1.203.131.547;20;1;20;1;1;0;0;0;41;residential,unclassified,tertiary;jalan perumahan,jalan umum kecil,jalan lokal besar;5;0;18;2000;1;3;3;7;0;1.90%;3808;4263;303.01;339.23;low;1;5
1857;357.421;9.886.802;20;1;20;1;11;0;6;0;57;residential,living_street;jalan perumahan,jalan kecil / gang;3;0;10;2000;3;14;3;10;1;1.90%;22449;25133;1786.44;2000.01;low;1;3
2298;-618.306.304.638.719;106.959.323.189.302;20;1;20;1;20;1;14;0;74;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;35;1000;1;10;9;10;1;0.90%;48863;51561;15553.5;16412.51;high;0;1
3505;-7.047.681;109.102.159;20;1;20;1;9;0;2;0;51;trunk,tertiary,residential,living_street;jalan besar penghubung antar kota,jalan lokal besar,jalan perumahan,jalan kecil / gang;9;1;49;1500;1;7;12;10;1;1.70%;17324;19168;2450.8;2711.65;low;1;2
3764;0.741307;127.567.683;20;1;18;0;6;0;1;0;45;unclassified,residential;jalan umum kecil,jalan perumahan;2;0;23;2000;3;5;8;10;1;1.90%;12258;13724;975.47;1092.09;low;1;6
1950;288.611.464.817.892;99.163.881.162.698;20;1;20;1;4;0;2;0;46;primary,residential;jalan utama kota,jalan perumahan;7;1;17;2000;1;5;2;8;0;1.90%;4564;5109;363.16;406.58;low;1;3
3300;-0.9777465;1.203.792.515;5;0;4;0;1;0;0;0;10;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;11;2000;1;2;0;3;0;1.90%;3681;4121;292.93;327.95;low;1;5
3263;0.582554229012;1.200.431.095.557;3;0;3;0;0;0;0;0;6;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;12;2000;0;0;1;1;0;1.90%;1778;1991;141.52;158.44;low;1;5
3235;-10.854.408;1.194.565.618;13;0;5;0;1;0;1;0;20;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;22;2000;1;1;1;3;0;1.90%;4208;4711;334.88;374.92;low;1;5
2464;-63.153.740.186.713;10.689.865.484.371;20;1;20;1;20;1;19;0;79;secondary,tertiary,residential,living_street;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang;10;1;42;1000;1;9;10;10;1;1.30%;43098;46571;13718.48;14823.91;high;0;1
2568;-614.283.497.925.902;106.717.259.937.542;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;25;1000;1;12;7;10;1;0.50%;78094;80466;24858.07;25613.2;very_high;1;1
2998;-7.589.864;112.098.254;20;1;20;1;20;1;11;0;71;residential,secondary;jalan perumahan,jalan penghubung utama;6;1;13;1500;0;13;7;10;1;1.70%;19440;21509;2750.22;3042.93;low;1;2
2699;-6.133.343;106.630.035;20;1;20;1;11;0;6;0;57;residential;jalan perumahan;2;0;3;1000;1;11;8;10;1;1.70%;26256;29050;8357.41;9246.92;low;1;1
2775;-798.338.992.974.457;112.608.836.170.019;20;1;20;1;20;1;20;1;80;tertiary,living_street,residential;jalan lokal besar,jalan kecil / gang,jalan perumahan;6;0;48;1500;0;9;11;10;1;1.30%;87877;94958;12432.08;13433.85;medium;1;2
2944;-817.022.259.043.252;111.796.991.492.787;20;1;20;1;16;0;8;0;64;secondary,residential,unclassified;jalan penghubung utama,jalan perumahan,jalan umum kecil;6;1;18;1500;1;8;10;10;1;1.90%;13953;15621;1110.31;1243.05;low;1;2
1059;-658.181.675.134.904;106.816.546.039.606;20;1;20;1;20;1;20;1;80;residential,primary,living_street,tertiary,primary_link;jalan perumahan,jalan utama kota,jalan kecil / gang,jalan lokal besar,primary_link;10;1;64;1000;2;14;4;10;1;1.30%;79177;85557;11201.27;12103.86;medium;1;1
2485;-625.074.311.033.815;10.681.454.745.292;20;1;20;1;20;1;20;1;80;tertiary,residential,unclassified,living_street;jalan lokal besar,jalan perumahan,jalan umum kecil,jalan kecil / gang;6;0;33;1000;1;12;7;10;1;0.90%;47969;50618;15268.9;16112.2;high;1;1
2583;-624.668.826.397.748;106.815.105.629.292;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;17;1000;1;13;6;10;1;0.90%;47753;50390;15200.18;16039.68;high;1;1
2635;-63.099.094;1.068.036.458;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street,tertiary_link;jalan lokal besar,jalan perumahan,jalan kecil / gang,akses jalan lokal;6;0;27;1000;1;9;10;10;1;0.90%;44822;47298;14267.29;15055.27;high;1;1
3477;-751.843.608.065.717;110.193.367.122.424;20;1;20;1;5;0;0;0;45;primary,residential;jalan utama kota,jalan perumahan;7;1;69;1500;1;15;4;10;1;1.70%;16155;17874;2285.42;2528.66;low;1;2
1121;-703.231.063.456.321;107.541.112.927.728;20;1;20;1;20;1;7;0;67;primary,residential,secondary,tertiary;jalan utama kota,jalan perumahan,jalan penghubung utama,jalan lokal besar;10;1;36;1500;0;11;9;10;1;1.70%;62370;69009;8823.58;9762.71;low;1;2
1770;-54.545.844;1.200.413.254;6;0;18;0;1;0;2;0;27;residential,secondary,unclassified;jalan perumahan,jalan penghubung utama,jalan umum kecil;6;1;16;2000;1;4;3;8;0;1.90%;4276;4787;340.29;380.98;low;1;5
2926;-6.897.702;113.150.177;20;1;20;1;7;0;0;0;47;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;19;1500;0;3;6;9;0;1.70%;11478;12699;1623.78;1796.61;low;1;2
3236;-15.887.241.282.832;11.932.816.674.206;20;1;6;0;2;0;1;0;29;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;17;2000;1;0;4;5;0;1.90%;3407;3814;271.09;303.5;low;1;5
2535;-624.679.304.331.418;106.794.833.083.232;20;1;20;1;20;1;20;1;80;residential,secondary,tertiary,tertiary_link;jalan perumahan,jalan penghubung utama,jalan lokal besar,akses jalan lokal;9;1;44;1000;0;11;9;10;1;0.90%;51829;54692;16497.69;17408.85;high;1;1
1516;-520.820.357.305.349;119.387.391.667.412;20;1;20;1;4;0;4;0;48;residential,secondary,tertiary;jalan perumahan,jalan penghubung utama,jalan lokal besar;9;1;21;2000;0;11;9;10;1;1.90%;53837;60273;4284.18;4796.37;low;1;5
2487;-62.132;10.613.335;20;1;20;1;9;0;3;0;52;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;9;1500;1;5;2;8;0;1.70%;9642;10668;1364;1509.18;low;1;2
2596;-62.250.088;1.067.240.218;20;1;20;1;20;1;20;1;80;residential,tertiary,tertiary_link;jalan perumahan,jalan lokal besar,akses jalan lokal;5;0;22;1000;0;14;6;10;1;0.90%;46040;48582;14654.9;15464.28;high;1;1
3674;0.7641696;127.373.001;20;1;20;1;17;0;3;0;60;residential,trunk,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar;8;1;43;2000;1;7;12;10;1;1.90%;78635;88036;6257.57;7005.69;low;1;6
1202;-711.933.353.882.633;112.402.929.766.865;20;1;20;1;20;1;19;0;79;secondary,tertiary,residential;jalan penghubung utama,jalan lokal besar,jalan perumahan;9;1;14;1500;0;10;10;10;1;1.70%;16049;17757;2270.46;2512.11;low;1;2
2784;-656.073.234.868.322;107.440.064.139.585;20;1;20;1;20;1;5;0;65;residential,trunk,living_street;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;6;1;23;1500;2;9;9;10;1;1.70%;38560;42665;5455.19;6035.81;low;1;2
1346;-0.919085521682056;119.878.410.085.815;20;1;20;1;20;1;15;0;75;unmapped;unmapped;0;0;0;2000;4;5;11;10;1;0.00%;0;0;0;0;no_population;0;5
3567;-546.226;12.260.354;20;1;20;1;20;1;10;0;70;tertiary,residential,trunk,primary;jalan lokal besar,jalan perumahan,jalan besar penghubung antar kota,jalan utama kota;10;1;22;2000;5;7;8;10;1;1.90%;68833;77062;5477.53;6132.39;low;1;5
1944;-628.460.159.743.642;106.860.434.539.086;20;1;20;1;20;1;20;1;80;living_street,residential,tertiary;jalan kecil / gang,jalan perumahan,jalan lokal besar;6;0;59;1000;1;15;4;10;1;0.90%;54343;57344;17297.81;18253.16;very_high;0;1
1370;-65.147.414;1.067.907.469;20;1;20;1;18;0;9;0;67;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;74;1000;0;11;9;10;1;1.70%;42029;46502;5945.86;6578.7;low;1;1
3742;107.808.903.248.342;128.136.932.857.463;14;0;11;0;0;0;1;0;26;trunk,residential;jalan besar penghubung antar kota,jalan perumahan;5;1;8;2000;0;2;1;3;0;1.90%;1293;1448;102.92;115.22;low;1;6
2141;-181.723.007.712.382;115.906.781.412.659;20;1;20;1;4;0;8;0;52;residential,trunk,trunk_link;jalan perumahan,jalan besar penghubung antar kota,akses jalan besar;5;1;44;2000;0;7;6;10;1;1.90%;3926;4396;312.43;349.79;low;1;4
3337;-129.415;1.225.385.163;14;0;8;0;1;0;0;0;23;unmapped;unmapped;0;0;0;2000;1;2;0;3;0;1.90%;2402;2689;191.11;213.96;low;1;5
1105;-691.399;10.749.817;20;1;20;1;20;1;7;0;67;trunk,residential,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;29;1500;0;10;10;10;1;1.70%;38180;42244;5401.35;5976.24;low;1;2
1581;-41.208.821.774.052;120.024.503.100.055;20;1;20;1;20;1;3;0;63;trunk,unclassified,residential;jalan besar penghubung antar kota,jalan umum kecil,jalan perumahan;5;1;59;2000;2;7;11;10;1;1.90%;14918;16701;1187.12;1329.04;low;1;5
1427;-693.168;10.624.994;20;1;20;1;10;0;0;0;50;unmapped;unmapped;0;0;0;1500;0;7;6;10;1;1.70%;13345;14765;1887.94;2088.88;low;0;2
2250;21.598.683.333.333;11.751.634.833.333;20;1;20;1;13;0;2;0;55;unclassified,residential,tertiary;jalan umum kecil,jalan perumahan,jalan lokal besar;5;0;18;2000;3;9;8;10;1;1.90%;2929;3279;233.08;260.95;low;1;4
1431;-734.547.276.190.623;112.699.977.743.803;20;1;20;1;20;1;16;0;76;secondary,living_street,residential,unclassified;jalan penghubung utama,jalan kecil / gang,jalan perumahan,jalan umum kecil;7;1;31;1500;0;12;8;10;1;1.70%;48540;53706;6866.95;7597.83;low;0;2
1897;190.107.954.525.199;100.086.209.615.011;20;1;20;1;18;0;3;0;61;trunk,tertiary,residential;jalan besar penghubung antar kota,jalan lokal besar,jalan perumahan;8;1;25;2000;0;9;8;10;1;1.90%;6538;7319;520.26;582.46;low;1;3
2637;-64.204.696;1.067.675.678;20;1;20;1;16;0;14;0;70;tertiary,living_street,residential,unclassified;jalan lokal besar,jalan kecil / gang,jalan perumahan,jalan umum kecil;6;0;49;1000;0;12;8;10;1;1.30%;33825;36550;10766.8;11634.38;medium;1;1
3716;0.944833;124.788.056;20;1;11;0;2;0;1;0;34;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;38;2000;0;1;3;4;0;1.90%;3389;3794;269.71;301.95;low;1;5
2691;-6.277.113;1.068.133.951;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;18;1000;0;11;9;10;1;0.90%;49145;51859;15643.34;16507.32;high;1;1
1867;-625.293.831.815.929;106.773.414.884.121;20;1;20;1;20;1;20;1;80;secondary,residential,tertiary,living_street;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;26;1000;0;11;9;10;1;0.90%;49985;52746;15910.84;16789.59;high;0;1
2902;-730.586.728.879.902;112.743.112.441.466;20;1;20;1;20;1;20;1;80;residential,living_street,tertiary;jalan perumahan,jalan kecil / gang,jalan lokal besar;6;0;66;1500;0;9;11;10;1;1.30%;94030;101607;13302.49;14374.4;high;1;2
1142;-616.137.316.262.772;106.856.885.864.656;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;32;1000;2;8;10;10;1;0.90%;51374;54211;16352.85;17256.01;high;1;1
1329;-61.572.285;1.068.571.115;20;1;20;1;20;1;20;1;80;residential,living_street,tertiary;jalan perumahan,jalan kecil / gang,jalan lokal besar;6;0;31;1000;2;9;9;10;1;0.90%;51374;54211;16352.85;17256.01;high;1;1
2429;-620.948.022.973.203;106.812.367.419.357;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;31;1000;1;13;6;10;1;0.90%;55747;58826;17744.96;18725.01;very_high;1;1
2585;-621.198.031.453.812;106.812.217.456.427;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;59;1000;1;12;7;10;1;0.90%;55690;58765;17726.52;18705.55;very_high;1;1
3521;-247.829;12.193.439;20;1;8;0;13;0;4;0;45;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;11;2000;1;5;4;10;0;1.90%;2439;2731;194.12;217.32;low;1;5
3074;-369.462.826.913.399;128.184.757.898.147;20;1;20;1;20;1;15;0;75;secondary,unclassified,primary_link,primary,tertiary,living_street,residential;jalan penghubung utama,jalan umum kecil,akses jalan utama,jalan utama kota,jalan lokal besar,jalan kecil / gang,jalan perumahan;10;1;23;2000;3;6;11;10;1;1.50%;158259;173047;12593.81;13770.62;medium;1;6
1359;-615.133;10.687.184;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;76;1000;2;9;9;10;1;0.90%;47743;50380;15196.98;16036.3;high;1;1
3389;-6.998.075;110.342.674;20;1;20;1;20;1;2;0;62;living_street,primary_link,primary,residential,tertiary;jalan kecil / gang,akses jalan utama,jalan utama kota,jalan perumahan,jalan lokal besar;10;1;68;1500;1;9;10;10;1;1.70%;36130;39976;5111.42;5655.45;low;1;2
2014;40.368.718;981.737.245;20;1;17;0;0;0;1;0;38;trunk,residential,unclassified;jalan besar penghubung antar kota,jalan perumahan,jalan umum kecil;5;1;14;2000;1;4;1;6;0;1.90%;5013;5613;398.95;446.65;low;1;3
1498;-454.331;12.032.313;20;1;20;1;20;1;15;0;75;tertiary,residential,unclassified;jalan lokal besar,jalan perumahan,jalan umum kecil;5;0;32;2000;2;2;16;10;1;1.90%;30857;34546;2455.49;310213;low;1;5
3625;-2.140.276;121.283.379;20;1;9;0;2;0;0;0;31;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;17;2000;2;4;0;6;0;1.90%;1182;1324;94.08;105.33;low;1;5
3556;-5.471.169.248;1.225.867.296;20;1;20;1;20;1;4;0;64;tertiary,primary,unclassified,residential,living_street,primary_link;jalan lokal besar,jalan utama kota,jalan umum kecil,jalan perumahan,jalan kecil / gang,akses jalan utama;10;1;25;2000;3;3;14;10;1;1.90%;43230;48398;3440.12;3851.4;low;1;5
3557;-5.469.624.991;1.226.173.658;20;1;20;1;20;1;12;0;72;unclassified,residential,tertiary,trunk;jalan umum kecil,jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota;8;1;52;2000;5;8;7;10;1;1.90%;47852;53573;3807.95;4263.21;low;1;5
1467;-6.913.293;106.920.199;20;1;20;1;20;1;19;0;79;unclassified,residential,living_street;jalan umum kecil,jalan perumahan,jalan kecil / gang;3;0;12;2000;0;8;12;10;1;1.50%;131697;144003;10480.1;11459.39;medium;1;2
1866;-61.217.219.876.407;10.617.745.938.343;20;1;20;1;20;1;13;0;73;tertiary,residential,trunk,living_street;jalan lokal besar,jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang;9;1;26;1500;0;13;7;10;1;1.30%;76209;82349;10781.31;11650.06;medium;1;3
2518;36.227;9.869.799;20;1;20;1;20;1;20;1;80;residential,tertiary,secondary,living_street;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan kecil / gang;10;1;54;1500;3;7;10;10;1;1.70%;46857;51845;6628.96;7334.51;low;1;2
3391;-6.894.443;110.634.671;20;1;20;1;20;1;7;0;67;unclassified,residential,secondary_link,secondary,living_street;jalan umum kecil,jalan perumahan,akses jalan penghubung,jalan penghubung utama,jalan kecil / gang;7;1;108;1500;0;11;9;10;1;1.70%;33211;36745;4698.34;5198.41;low;1;2
3396;-7.574.867;1.108.094.016;20;1;20;1;20;1;20;1;80;residential,living_street,primary,tertiary,unclassified;jalan perumahan,jalan kecil / gang,jalan utama kota,jalan lokal besar,jalan umum kecil;10;1;53;1500;0;4;16;10;1;1.70%;57506;63626;8135.39;9001.28;low;1;2
2856;-754.046.939.903.781;112.692.400.368.812;20;1;20;1;20;1;3;0;63;unclassified,secondary,residential,tertiary,living_street;jalan umum kecil,jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;45;1500;0;10;10;10;1;1.70%;39012;43164;5519.08;6106.5;low;1;2
2063;36.233.843;986.741.895;20;1;20;1;20;1;20;1;80;residential,secondary,living_street,tertiary;jalan perumahan,jalan penghubung utama,jalan kecil / gang,jalan lokal besar;10;1;53;2000;2;10;8;10;1;1.50%;153011;167309;12176.22;13314;medium;1;3
1872;359.977;9.858.444;20;1;20;1;10;0;13;0;63;residential,unclassified,trunk_link,trunk,living_street;jalan perumahan,jalan umum kecil,akses jalan besar,jalan besar penghubung antar kota,jalan kecil / gang;6;1;37;2000;1;9;10;10;1;1.90%;42568;47657;3387.47;3792.45;low;1;3
1363;-380.996.169.868.958;119.648.169.941.139;20;1;20;1;19;0;9;0;68;unmapped;unmapped;0;0;0;2000;1;7;12;10;1;1.90%;17019;19054;1354.33;1516.24;low;0;5
1829;-628.199.221.291.883;106.707.931.742.407;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;31;1000;1;10;9;10;1;1.30%;36951;39929;11762;12709.77;medium;0;1
